Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2022,1,산업안전보건법령,11,"산업안전보건법령상 통합공표 대상 사업장 등에 관한 내용이다. ( )에 들어갈 사업으로 옳지 않은 것은?\n고용노동부장관이 도급인의 사업장에서 관계수급인 근로자가 작업을 하는 경우에 도급인의 산업재해발생건수등에 관계수급인의 산업재해발생건수등을 포함하여 공표하여야 하는 사업장이란 ( )에 해당하는 사업이 이루어지는 사업장으로서 도급인이 사용하는 상시근로자 수가 500명 이상이고 도급인 사업장의 사고사망만인율보다 관계수급인의 근로자를 포함하여 산출한 사고사망만인율이 높은 사업장을 말한다. 단, 여기서 사고사망만인율은 질병으로 인한 사망재해자를 제외하고 산출한 사망만인율을 말한다.",,제조업,철도운송업,도시철도운송업,도시가스업,전기업,4
산업안전지도사,2022,1,산업안전보건법령,12,산업안전보건법령상 자율안전확인의 신고에 관한 설명으로 옳지 않은 것은?,,자율안전확인대상기계등을 제조하는 자가「산업표준화법」제15조에 따른 인증을 받은 경우 고용노동부장관은 자율안전확인신고를 면제할 수 있다.,"산업용 로봇, 혼합기, 파쇄기, 컨베이어는 자율안전확인대상기계등에 해당한다.","자율안전확인대상기계등을 수입하는 자로서 자율안전확인신고를 하여야 하는 자는 수입하기 전에 신고서에 제품의 설명서, 자율안전확인대상기계등의 자율안전기준을 충족함을 증명하는 서류를 첨부하여 한국산업안전보건공단에 제출해야 한다.",자율안전확인의 표시를 하는 경우 인체에 상해를 입힐 우려가 있는 재질이나 표면이 거친 재질을 사용해서는 안 된다.,고용노동부장관은 신고된 자율안전확인대상기계등의 안전에 관한 성능이 자율안전기준에 맞지 아니하게 된 경우 신고한 자에게 1년 이내의 기간을 정하여 자율안전기준에 맞게 시정하도록 명할 수 있다.,5
산업안전지도사,2022,1,산업안전보건법령,13,산업안전보건법령상 공정안전보고서에 포함되어야 하는 사항을 모두 고른 것은?\nㄱ. 공정위험성 평가서\nㄴ. 안전운전계획\nㄷ. 비상조치계획\nㄹ. 공정안전자료,,ㄱ,"ㄴ, ㄹ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2022,1,산업안전보건법령,14,산업안전보건법령상 사업장의 상시근로자 수가 50명인 경우에 산업안전보건위원회를 구성해야 할 사업은?,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어 개발 및 공급업,비금속 광물제품 제조업,정보서비스업,금융 및 보험업,3
산업안전지도사,2022,1,산업안전보건법령,15,산업안전보건법령상 사업주가 관리감독자에게 수행하게 하여야 하는 산업안전 및 보건에 관한 업무로 명시되지 않은 것은?,,산업재해에 관한 통계의 기록 및 유지에 관한 사항,사업장 내 관리감독자가 지휘ㆍ감독하는 작업과 관련된 기계ㆍ기구 또는 설비의 안전ㆍ보건 점검 및 이상 유무의 확인,관리감독자에게 소속된 근로자의 작업복ㆍ보호구 및 방호장치의 점검과 그 착용ㆍ사용에 관한 교육ㆍ지도,해당작업에서 발생한 산업재해에 관한 보고 및 이에 대한 응급조치,해당작업의 작업장 정리ㆍ정돈 및 통로 확보에 대한 확인ㆍ감독,1
산업안전지도사,2022,1,산업안전보건법령,16,"산업안전보건법령상 도급승인 대상 작업에 관한 것으로 '급성 독성, 피부부식성 등이 있는 물질의 취급 등 대통령령으로 정하는 작업'에 관한 내용이다. ( )에 들어갈 내용을 순서대로 옳게 나열한 것은?\n○ 중량비율 ( ㄱ )퍼센트 이상의 황산, 불화수소, 질산 또는 염화수소를 취급하는 설비를 개조ㆍ분해ㆍ해체ㆍ철거하는 작업 또는 해당 설비의 내부에서 이루어지는 작업. 다만, 도급인이 해당 화학물질을 모두 제거한 후 증명자료를 첨부하여 ( ㄴ )에게 신고한 경우는 제외한다.\n○ 그 밖에 「산업재해보상보험법」 제8조제1항에 따른 ( ㄷ )의 심의를 거쳐 고용노동부장관이 정하는 작업",,"ㄱ: 1, ㄴ: 고용노동부장관, ㄷ: 산업재해보상보험및예방심의위원회","ㄱ: 1, ㄴ: 한국산업안전보건공단 이사장, ㄷ: 산업재해보상보험및예방심의위원회","ㄱ: 2, ㄴ: 고용노동부장관, ㄷ: 산업재해보상보험및예방심의위원회","ㄱ: 2, ㄴ: 지방고용노동관서의 장, ㄷ: 산업안전보건심의위원회","ㄱ: 3, ㄴ: 고용노동부장관, ㄷ: 산업안전보건심의위원회",1
산업안전지도사,2022,1,산업안전보건법령,17,산업안전보건법령상 보건관리자에 관한 설명으로 옳지 않은 것은?,,상시근로자 300명 이상을 사용하는 사업장의 사업주는 보건관리자에게 그 업무만을 전담하도록 하여야 한다.,안전인증대상기계등과 자율안전확인대상기계등 중 보건과 관련된 보호구(保護具) 구입 시 적격품 선정에 관한 보좌 및 지도ㆍ조언은 보건관리자의 업무에 해당한다.,외딴곳으로서 고용노동부장관이 정하는 지역에 있는 사업장의 사업주는 보건관리전문기관에 보건관리자의 업무를 위탁할 수 있다.,보건관리자의 업무를 위탁할 수 있는 보건관리전문기관은 지역별 보건관리전문기관과 업종별ㆍ유해인자별 보건관리전문기관으로 구분한다.,「의료법」에 따른 간호사는 보건관리자가 될 수 없다.,5
산업안전지도사,2022,1,산업안전보건법령,18,산업안전보건법령상 안전보건관리규정(이하 '규정'이라 함)에 관한 설명으로 옳은 것은?,,안전 및 보건에 관한 관리조직은 규정에 포함되어야 하는 사항이 아니다.,규정 중 취업규칙에 반하는 부분에 관하여는 규정으로 정한 기준이 취업규칙에 우선하여 적용된다.,산업안전보건위원회가 설치되어 있지 아니한 사업장의 사업주가 규정을 작성할 때에는 지방고용노동관서의 장의 승인을 받아야 한다.,"사업주가 규정을 작성할 때에는 산업안전보건위원회의 심의ㆍ의결을 거쳐야 하나, 변경할 때에는 심의만 거치면 된다.",규정을 작성해야 하는 사업의 사업주는 규정을 작성해야 할 사유가 발생한 날부터 30일 이내에 작성해야 한다.,5
산업안전지도사,2022,1,산업안전보건법령,19,산업안전보건법령상 고용노동부장관이 안전관리전문기관 또는 보건관리전문기관의 지정을 취소하거나 6개월 이내의 기간을 정하여 그 업무의 정지를 명할 수 있도록 하는 규정이 준용되는 기관이 아닌 것은?,,안전보건교육기관,안전보건진단기관,건설재해예방전문지도기관,역학조사 실시 업무를 위탁받은 기관,석면조사기관,4
산업안전지도사,2022,1,산업안전보건법령,20,"산업안전보건법령상 사업주가 작업환경측정을 할 때 지켜야 할 사항으로 옳은 것을 모두 고른 것은?\nㄱ. 작업환경측정을 하기 전에 예비조사를 할 것\nㄴ. 일출 후 일몰 전에 실시할 것\nㄷ. 모든 측정은 지역 시료채취방법으로 하되, 지역 시료채취방법이 곤란한 경우에는 개인 시료채취방법으로 실시할 것\nㄹ. 작업환경측정기관에 위탁하여 실시하는 경우에는 해당 작업환경측정기관에 공정별 작업내용, 화학물질의 사용실태 및 물질안전보건자료 등 작업환경측정에 필요한 정보를 제공할 것",,"ㄱ, ㄹ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",1
산업안전지도사,2022,1,산업안전보건법령,21,산업안전보건법령상 같은 유해인자에 노출되는 근로자들에게 유사한 질병의 증상이 발생한 경우에 고용노동부장관은 근로자의 건강을 보호하기 위하여 사업주에게 특정 근로자에 대해 건강진단을 실시할 것을 명할 수 있다. 이에 해당하는 건강진단은?,,일반건강진단,특수건강진단,배치전건강진단,임시건강진단,수시건강진단,4
산업안전지도사,2022,1,산업안전보건법령,22,"산업안전보건법령상 유해성ㆍ위험성 조사 제외 화학물질로 규정되어 있지 않은 것은? (단, 고용노동부장관이 공표하거나 고시하는 물질은 고려하지 않음)",,「의료기기법」제2조제1항에 따른 의료기기,「약사법」제2조제4호 및 제7호에 따른 의약품 및 의약외품(醫藥外品),「건강기능식품에 관한 법률」제3조제1호에 따른 건강기능식품,「첨단재생의료 및 첨단바이오의약품 안전 및 지원에 관한 법률」제2조제5호에 따른 첨단바이오의약품,천연으로 산출된 화학물질,4
산업안전지도사,2022,1,산업안전보건법령,23,산업안전보건법령상 작업환경측정 또는 건강진단의 실시 결과만으로 직업성 질환에 걸렸는지를 판단하기 곤란한 근로자의 질병에 대하여 한국산업안전보건공단에 역학조사를 요청할 수 있는 자로 규정되어 있지 않은 자는?,,사업주,근로자대표,보건관리자,건강진단기관의 의사,산업안전보건위원회의 위원장,5
산업안전지도사,2022,1,산업안전보건법령,24,산업안전보건법령상 징역 또는 벌금에 처해질 수 있는 자는?,,작업환경측정 결과를 해당 작업장 근로자에게 알리지 아니한 사업주,등록하지 아니하고 타워크레인을 설치ㆍ해체한 자,석면이 포함된 건축물이나 설비를 철거하거나 해체하면서 고용노동부령으로 정하는 석면해체ㆍ제거의 작업기준을 준수하지 아니한 자,역학조사 참석이 허용된 사람의 역학조사 참석을 방해한 자,물질안전보건자료대상물질을 양도하면서 이를 양도받는 자에게 물질안전보건자료를 제공하지 아니한 자,3
산업안전지도사,2022,1,산업안전보건법령,25,산업안전보건법령상 근로의 금지 및 제한에 관한 설명으로 옳은 것은?,,"사업주가 잠수 작업에 종사하는 근로자에게 1일 6시간, 1주 36시간 근로하게 하는 것은 허용된다.",사업주는 알코올중독의 질병이 있는 근로자를 고기압 업무에 종사하도록 해서는 안 된다.,"사업주가 조현병에 걸린 사람에 대해 근로를 금지하는 경우에는 미리 보건관리자(의사가 아닌 보건관리자 포함), 산업보건의 또는 건강검진을 실시한 의사의 의견을 들어야 한다.",사업주는 마비성 치매에 걸릴 우려가 있는 사람에 대해 근로를 금지해야 한다.,사업주는 전염될 우려가 있는 질병에 걸린 사람이 있는 경우 전염을 예방하기 위한 조치를 한 후에도 그 사람의 근로를 금지해야 한다.,2
산업안전지도사,2022,1,산업안전일반,26,"리스크 관리의 용어 정의에 관한 지침에서 '가능성과 결과에 대한 범위를 구분하여 리스크 등급을 표시하고, 리스크 우선순위를 정하기 위한 도구'로 정의되는 용어는?",,리스크 통합(Risk aggregation),리스크 프로파일(Risk profile),리스크 수준 판정(Risk evaluation),리스크 기준(Risk criteria),리스크 매트릭스(Risk matrix),5
산업안전지도사,2022,1,산업안전일반,27,안전교육의 단계별 과정 중 태도교육의 내용이 아닌 것은?,,작업동작 및 표준작업방법의 습관화,공구ㆍ보호구 등의 관리 및 취급태도의 확립,작업 전후 점검 및 검사요령의 정확화 및 습관화,작업지시ㆍ전달 등의 언어ㆍ태도의 정확화 및 습관화,작업에 필요한 안전규정 숙지,5
산업안전지도사,2022,1,산업안전일반,28,학습지도원리에 해당하지 않는 것은?,,자발성의 원리,개별화의 원리,사회화의 원리,도미노 이론의 원리,직관의 원리,4
산업안전지도사,2022,1,산업안전일반,29,"산업안전보건법령상 안전보건교육에서 다음 작업의 특별교육 교육내용이 아닌 것은? (단, 그 밖에 안전ㆍ보건관리에 필요한 사항은 고려하지 않는다.)\n작업명: 동력에 의하여 작동되는 프레스기계를 5대 이상 보유한 사업장에서 해당 기계로 하는 작업",,프레스의 특성과 위험성에 관한 사항,방호장치 종류와 취급에 관한 사항,안전작업방법에 관한 사항,국소배기장치 및 안전설비에 관한 사항,프레스 안전기준에 관한 사항,4
산업안전지도사,2022,1,산업안전일반,30,OJT(on the job training)에 비하여 Off JT(off the job training)의 장점으로 옳은 것을 모두 고른 것은?\nㄱ. 다수의 근로자에게 조직적 훈련이 가능하다.\nㄴ. 개개인에 적합한 지도훈련이 가능하다.\nㄷ. 훈련에만 전념할 수 있다.\nㄹ. 전문가를 강사로 초청할 수 있다.,,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",3
산업안전지도사,2022,1,산업안전일반,31,사업장 위험성평가에 관한 지침에서 사업주는 위험성평가를 효과적으로 실시하기 위하여 위험성평가 실시규정을 작성하고 관리하여야 한다. 이때 실시규정에 포함되어야 할 사항이 아닌 것은?,,평가의 목적 및 방법,인정심사위원회의 구성ㆍ운영,평가담당자 및 책임자의 역할,평가시기 및 절차,주지방법 및 유의사항,2
산업안전지도사,2022,1,산업안전일반,32,산업안전보건법령상 고용노동부장관이 사업주에게 안전보건진단을 받아 안전보건개선계획을 수립하여 시행할 것을 명할 수 있는 사업장으로 옳지 않은 것은?,,산업재해율이 같은 업종 평균 산업재해율의 1.5배인 사업장,사업주가 필요한 안전조치를 이행하지 아니하여 중대재해가 발생한 사업장,직업성 질병자가 연간 2명 발생한 상시근로자 900명인 사업장,"직업성 질병자가 연간 3명 발생한 상시근로자 1,500명인 사업장","작업환경 불량, 화재ㆍ폭발 또는 누출 사고 등으로 사업장 주변까지 피해가 확산된 사업장으로서 고용노동부령으로 정하는 사업장",1
산업안전지도사,2022,1,산업안전일반,33,"작업장의 도구, 부품, 조종장치 배치에서 작업의 효율성 향상을 위해 적용하는 원리가 아닌 것은?",,일관성 원리,중요도 원리,독창성 원리,사용 순서의 원리,사용 빈도의 원리,3
산업안전지도사,2022,1,산업안전일반,34,인간-기계 시스템에서 표시장치(display)와 조종장치(control)의 설계에 관한 내용으로 옳지 않은 것은?,,작업자의 즉각적 행동이 필요한 경우에 청각적 표시장치가 시각적 표시장치보다 유리하다.,"330 m 이상 정도의 장거리에 신호를 전달하고자 할 때는 청각 신호의 주파수를 1,000 Hz 이하로 하는 것이 좋다.",광삼현상으로 인해 음각(검은 바탕의 흰 글씨)의 글자 획폭(stroke width)은 양각(흰 바탕의 검은 글씨)보다 작은 값이 권장된다.,조종-반응 비(C/R 비)가 작을수록 조종장치와 표시장치의 민감도가 낮아져 미세조종에 유리하다.,공간적 양립성은 표시장치와 조종장치의 배치와 관련된다.,4
산업안전지도사,2022,1,산업안전일반,35,인간-컴퓨터 상호작용에서 닐슨(J. Nielsen)이 정의한 사용성의 세부 속성에 해당하지 않는 것은?,,적합성(conformity),학습 용이성(learnability),기억 용이성(memorability),주관적 만족도(subjective satisfaction),오류의 빈도와 정도(error frequency and severity),1
산업안전지도사,2022,1,산업안전일반,36,사업장 위험성평가에 관한 지침에서 위험성평가의 실시에 관한 내용으로 옳지 않은 것은?,,"위험성평가는 최초평가 및 수시평가, 정기평가로 구분하여 실시하여야 한다.",최초평가 및 정기평가는 전체작업을 대상으로 한다.,중대산업사고 또는 산업재해(휴업 이상의 요양을 요하는 경우에 한정한다) 발생 시에는 재해발생 작업을 대상으로 작업을 재개하기 전에 수시평가를 실시하여야 한다.,사업장 건설물의 설치ㆍ이전ㆍ변경 또는 해체 계획이 있는 경우에는 해당 계획의 실행을 착수하기 전에 수시평가를 실시하여야 한다.,정기평가는 최초평가 후 2년에 1회 실시하여야 한다.,5
산업안전지도사,2022,1,산업안전일반,37,재해 조사 과정에서 수행해야 할 절차 내용을 순서대로 옳게 나열한 것은?\nㄱ. 근본적 문제점 결정\nㄴ. 4M 모델에 따른 기본 원인 파악\nㄷ. 5W1H 원칙에 따른 사실 확인\nㄹ. 불안전 상태와 불안전 행동에 해당하는 직접 원인 파악,,ㄱ → ㄴ → ㄷ → ㄹ,ㄴ → ㄱ → ㄷ → ㄹ,ㄷ → ㄴ → ㄹ → ㄱ,ㄷ → ㄹ → ㄴ → ㄱ,ㄹ → ㄷ → ㄱ → ㄴ,4
산업안전지도사,2022,1,산업안전일반,38,"산업재해 연구에 관한 내용으로 옳은 것을 모두 고른 것은?\nㄱ. 시몬즈(Simonds)는 평균치법을 적용해 재해손실비용을 산출하였다.\nㄴ. 하인리히(Heinrich)는 재해손실비용의 직접비와 간접비 비율을 약 1 : 4로 제시하였다.\nㄷ. 버드(Bird)는 1건의 중상이 발생할 때 10건의 경상, 300건의 아차 사고가 발생한다고 하였다.",,ㄱ,ㄷ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3
산업안전지도사,2022,1,산업안전일반,39,"시력이 1.2인 사람이 6 m 떨어진 곳에서 구분할 수 있는 벌어진 틈의 최소 크기(mm)는? (단, 소수점 둘째자리에서 반올림하여 소수점 첫째자리까지 구하시오.)",,1,1.3,1.5,1.7,1.9,3
산업안전지도사,2022,1,산업안전일반,40,근골격계부담작업 유해성 평가를 위한 인간공학적 도구에 관한 내용으로 옳지 않은 것은?,,RULA는 하지 자세를 평가에 반영한다.,REBA는 동작의 반복성을 평가에 반영한다.,QEC는 작업자의 주관적 평가 과정이 포함되어 있다.,OWAS는 중량물 취급 정도를 평가에 반영한다.,NLE는 중량물의 수평 이동거리를 평가에 반영한다.,5
산업안전지도사,2022,1,산업안전일반,41,"신뢰도 이론의 욕조곡선(bathtub curve)을 나타낸 것으로 옳은 것은? (단, t: 시간, h(t): 고장률, f(t): 확률밀도함수, F(t): 불신뢰도 이다.)",O,image_2022_A_41_1,image_2022_A_41_2,image_2022_A_41_3,image_2022_A_41_4,image_2022_A_41_5,1
산업안전지도사,2022,1,산업안전일반,42,"2,500명의 근로자가 근무하는 사업장의 재해율(천인율)은 1.6, 도수율은 0.8, 강도율은 1.2이었다. 이 사업장의 연간 재해발생건수와 근로손실일수로 옳은 것은? (단, 1일 8시간, 연간 250일 근무하는 것으로 가정한다.)",,"재해발생건수: 4건, 근로손실일수: 4,000일","재해발생건수: 4건, 근로손실일수: 6,000일","재해발생건수: 6건, 근로손실일수: 6,000일","재해발생건수: 6건, 근로손실일수: 8,000일","재해발생건수: 8건, 근로손실일수: 8,000일",2
산업안전지도사,2022,1,산업안전일반,43,라스무센(Rasmussen)의 SRK 모델을 근거로 리전(J. Reason)이 제안한 인적오류 분류에 관한 내용으로 옳은 것을 모두 고른 것은?\nㄱ. 실수(slip)와 망각(lapse)은 비의도적 행동으로 분류되는 숙련 기반 오류이다.\nㄴ. 잘못된 규칙을 적용하는 것은 비의도적 행동으로 분류되는 규칙 기반 착오(mistake)이다.\nㄷ. 불충분한 정보로 인해 잘못된 결정을 내리는 것은 의도적 행동으로 분류되는 지식 기반 착오(mistake)이다.,,ㄱ,ㄴ,"ㄱ, ㄷ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3
산업안전지도사,2022,1,산업안전일반,44,신뢰성 수명분포 중 지수분포에 관한 내용으로 옳은 것을 모두 고른 것은?\nㄱ. 우발적인 고장을 다루는 데 적합하다.\nㄴ. 무기억성(memoryless property)을 갖는다.\nㄷ. 평균(mean)이 중앙값(median)보다 작다.,,ㄱ,ㄷ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ",3
산업안전지도사,2022,1,산업안전일반,45,예방보전에 해당하지 않는 것은?,,기회보전,고장보전,수명기반보전,시간기반보전,상태기반보전,2
산업안전지도사,2022,1,산업안전일반,46,"어떤 사고의 발생건수는 연평균 1회로 포아송(Poisson)분포를 따른다. 이 사고가 3년 동안 한 건도 발생하지 않을 확률은 얼마인가? (단, 소수점 셋째자리에서 반올림하여 소수점 둘째자리까지 구하시오.)",,0.05,0.15,0.25,0.33,0.5,1
산업안전지도사,2022,1,산업안전일반,47,다음에서 설명하고 있는 위험성평가 기법은?\n○ 초기 개발 단계에서 시스템 고유의 위험성을 파악하고 예상되는 재해의 위험수준을 결정한다.\n○ 시스템 내의 위험요소가 어떤 위험 상태에 있는가를 평가하는 정성적인 기법이다.,,CA,FMEA,MORT,THERP,PHA,5
산업안전지도사,2022,1,산업안전일반,48,시스템 안전성 확보를 위한 방법이 아닌 것은?,,위험상태 존재의 최소화,중복설계(redundancy)의 배제,안전장치의 채용,경보장치의 채택,인간공학적 설계의 적용,2
산업안전지도사,2022,1,산업안전일반,49,"서로 독립인 기본사상 a, b, c로 구성된 아래의 결함수(Fault Tree)에서 정상사상 T에 관한 최소절단집합(minimal cut set)을 모두 구하면?",O,{a},"{a, b}","{a, c}","{a}, {b}","{a}, {c}",5
산업안전지도사,2022,1,산업안전일반,50,안전성평가 종류 중 기술개발의 종합평가(technology assessment)에서 단계별 내용으로 옳지 않은 것은?,,1 단계: 생산성 및 보전성,2 단계: 실현가능성,3 단계: 안전성 및 위험성,4 단계: 경제성,5 단계: 종합 평가,1
산업안전지도사,2022,1,기업진단ㆍ지도,51,균형성과표(BSC: Balanced Score Card)에서 조직의 성과를 평가하는 관점이 아닌 것은?,,재무 관점,고객 관점,내부 프로세스 관점,학습과 성장 관점,공정성 관점,5
산업안전지도사,2022,1,기업진단ㆍ지도,52,"노사관계에서 숍제도(shop system)를 기본적인 형태와 변형적인 형태로 구분할 때, 기본적인 형태를 모두 고른 것은?\nㄱ. 클로즈드 숍(closed shop)\nㄴ. 에이전시 숍(agency shop)\nㄷ. 유니온 숍(union shop)\nㄹ. 오픈 숍(open shop)\nㅁ. 프레퍼렌셜 숍(preferential shop)\nㅂ. 메인티넌스 숍(maintenance shop)",,"ㄱ, ㄴ, ㄷ","ㄱ, ㄷ, ㄹ","ㄱ, ㄷ, ㅂ","ㄴ, ㄹ, ㅁ","ㄴ, ㅁ, ㅂ",2
