Test Name,Year,Session,Subject,Number,Question,Question_image,Option 1,Option 2,Option 3,Option 4,Option 5,Answer
산업안전지도사,2015,1_A,산업안전보건법령,11,산업안전보건법령상 유해하거나 위험한 기계ㆍ기구등의 방호조치 등과 관련하여 근로자의 준수사항으로 옳은 것은?,,"방호조치를 해체한 후에 그 사유가 소멸된 경우, 해체상태 그대로 사용한다.","방호조치가 필요 없다고 판단한 경우, 즉시 방호조치를 직접 해체하고 사용한다.","방호조치가 된 기계ㆍ기구에 이상이 있는 경우, 즉시 방호조치를 직접 해체해야 한다.","방호조치를 해체하려는 경우, 한국산업안전보건공단에 신고한 후 해체하여야 한다.","방호조치의 기능이 상실된 것을 발견한 경우, 지체 없이 사업주에게 신고한다.",5
산업안전지도사,2015,1_A,산업안전보건법령,12,산업안전보건법령상 안전인증에 관한 설명으로 옳지 않은 것은?,,안전인증대상인 프레스의 주요 구조 부분을 변경하는 경우 안전인증을 받아야 한다.,안전인증을 신청하는 경우에는 고용노동부장관이 정하여 고시하는 바에 따라 안전인증 심사에 필요한 시료(試料)를 제출하여야 한다.,안전인증을 받은 자는 안전인증제품에 관한 자료를 안전인증을 받은 제품별로 기록ㆍ보존하여야 한다.,기계ㆍ기구 및 방호장치ㆍ보호구가 유해ㆍ위험한 기계ㆍ기구ㆍ설비등 인지를 확인하는 심사는 서면심사로서 15일내에 심사를 완료해야 한다.,"지방고용노동관서의 장은 안전인증대상 기계ㆍ기구등을 제조ㆍ수입 또는 판매하는 자에게 자료의 제출을 요구할 때에는 10일 이상의 기간을 정하여 문서로 요구하되, 부득이한 사유가 있을 때에는 신청을 받아 30일의 범위에서 그 기간을 연장할 수 있다.",4
산업안전지도사,2015,1_A,산업안전보건법령,13,산업안전보건법령상 건설업체 산업재해발생률 및 산업재해 발생 보고의무 위반건수 산정 기준과 방법에 관한 설명으로 옳지 않은 것은?,,"산업재해발생률 및 산업재해 발생 보고의무가 있는 건설업체의 산업재해발생률은 환산 재해자 수를 상시 근로자 수로 나눈 환산재해율로 산출하되, 소수점 셋째 자리에서 반올림한다.",사망재해자의 재해 발생 시기가 2014.11.20. 이고 사망 시기가 2015.4.8. 인 경우 사망재해자에 대해서는 부상재해자의 5배로 하여 가중치를 부여할 수 있다.,둘 이상의 업체가 「국가를 당사자로 하는 계약에 관한 법률」에 따라 공동계약을 체결하여 공사를 공동이행 방식으로 시행하는 경우 해당 현장에서 발생하는 재해자 수는 공동수급업체의 출자 비율에 따라 분배한다.,산업재해자 중 근로자간 폭행에 의한 경우로서 사업주의 법 위반으로 인한 것이 아니라고 인정되는 재해에 의한 재해자는 재해자 수 산정에서 제외한다.,산업재해의 사망재해자 중 고혈압 등 개인지병에 의한 경우로 해당 사고발생의 직접적인 원인이 사업주의 법 위반으로 인한 것이 아니라고 인정되는 재해자에 대해서는 가중치를 부여하지 않는다.,2
산업안전지도사,2015,1_A,산업안전보건법령,14,산업안전보건법령상 중대재해에 해당하는 것은?,,사망자가 1명 발생한 재해,2억원의 경제적 손실이 발생한 재해,장애등급을 판정받은 부상자가 발생한 재해,부상자 또는 직업성질병자가 동시에 5명 발생한 재해,1개월의 요양이 필요한 부상자가 동시에 3명 발생한 재해,1
산업안전지도사,2015,1_A,산업안전보건법령,15,"산업안전보건법령상 고용노동부장관이 산업재해를 예방하기 위해 필요하다고 인정하여 사업장의 산업재해 발생건수, 재해율 또는 그 순위 등을 공표할 수 있는 대상 사업장을 모두 고른 것은?\n\nㄱ. 산업재해의 발생에 관한 보고를 최근 3년 이내 2회 하지 않은 사업장\nㄴ. 연간 산업재해율이 규모별 같은 업종의 평균재해율 이상인 사업장 중 상위 5퍼센트에 해당하는 사업장\nㄷ. 산업재해로 연간 사망재해자가 1명 발생한 사업장으로서 사망만인율(연간 상시 근로자 1만명당 발생하는 사망자 수로 환산한 것을 말한다)이 규모별 같은 업종의 평균 사망만인율 이상인 사업장\nㄹ. 중대산업사고가 발생한 사업장\nㅁ. 최근 1년 이내에 2회 산업안전보건법 위반으로 형사처벌을 받은 사업장",,"ㄱ, ㄷ","ㄴ, ㅁ","ㄷ, ㄹ","ㄱ, ㄴ, ㄹ","ㄴ, ㄷ, ㅁ",4
산업안전지도사,2015,1_A,산업안전보건법령,16,산업안전보건법령상 지방고용노동관서의 장이 사업주에게 안전관리자나 보건관리자(이하 '관리자'라 함)를 정수 이상으로 증원하게 하거나 교체하여 임명할 것을 명할 수 있는 경우에 해당되지 않는 것은?,,중대재해가 연간 5건 발생한 경우,상시근로자가 100명인 사업장에서 직업성질병자 발생 당시 사용한 니트로벤젠(Nitrobenzene)으로 인한 직업성질병자가 연간 5명 발생한 경우,상시근로자가 100명인 사업장에서 직업성질병자 발생 당시 누출된 유해광선인 자외선으로 인한 직업성질병자가 연간 3명 발생한 경우,해당 사업장의 연간재해율이 같은 업종의 평균재해율의 2배인 경우,관리자가 질병이나 그 밖의 사유로 4개월간 직무를 수행할 수 없게 된 경우,3
산업안전지도사,2015,1_A,산업안전보건법령,17,산업안전보건법령상 안전관리자 선임 등에 관한 설명으로 옳은 것은?,,"건설업의 경우에는 공사금액이 50억 원 이상인 사업장에는 안전관리 업무만을 전담하는 안전관리자를 두어야 하고, 공사금액이 3억 원 이상 50억 원 미만인 사업장에는 안전관리 업무 아닌 다른 업무를 겸하는 겸직 안전관리자를 둘 수 있다.","동일한 사업주가 경영하는 둘 이상의 사업장이 같은 시ㆍ군ㆍ구(자치구를 말한다) 지역에 소재하는 경우 그 둘 이상의 사업장에 1명의 안전관리자를 공동으로 둘 수 있으며, 이 경우 각 사업장의 상시 근로자 수는 300명 이내이어야 한다.",사업주는 안전관리자를 선임한 경우에는 고용노동부령으로 정하는 바에 따라 선임한 날부터 30일 이내에 증명할 수 있는 서류를 제출하여야 한다.,상시 근로자 50명인 전기장비 제조업을 하는 사업장으로 사내 하도급업체를 두고 있는 경우 수급인인 사업주가 별도로 안전관리자를 둔 경우에는 도급인인 사업주는 안전관리자를 선임하지 아니할 수 있다.,상시 근로자 200명을 사용하는 가구 제조업의 경우 안전관리자의 업무를 안전관리전문기관에 위탁할 수 있다.,5
산업안전지도사,2015,1_A,산업안전보건법령,18,산업안전보건법령상 사업장의 관리감독자가 수행하여야 하는 업무에 해당하는 것은?,,안전보건관리규정의 작성 및 변경에 관한 사항,산업재해에 관한 통계의 기록 및 유지에 관한 사항,사업장 내 관리감독자가 지휘ㆍ감독하는 작업과 관련된 기계ㆍ기구 또는 설비의 안전ㆍ보건 점검 및 이상 유무의 확인에 관한 사항,산업재해의 원인 조사 및 재발 방지대책 수립에 관한 사항,안전ㆍ보건과 관련된 안전장치 및 보호구 구입 시의 적격품 여부 확인에 관한 사항,3
산업안전지도사,2015,1_A,산업안전보건법령,19,"산업안전보건법령상 근로시간 연장의 제한에 관한 내용으로 ( )에 들어갈 숫자를 순서대로 옳게 나열한 것은?\n\n사업주는 잠함(潛艦) 또는 잠수작업 등 높은 기압에서 하는 작업에 종사하는 근로자에게는 1일 ( ㄱ )시간, 1주 ( ㄴ )시간을 초과하여 근로하게 하여서는 아니된다.",,"ㄱ: 4, ㄴ: 30","ㄱ: 5, ㄴ: 32","ㄱ: 6, ㄴ: 34","ㄱ: 7, ㄴ: 36","ㄱ: 8, ㄴ: 38",3
산업안전지도사,2015,1_A,산업안전보건법령,20,"산업안전보건법령상 건강진단에 관한 내용으로 ( ) 안에 들어갈 내용을 순서대로 옳게 나열한 것은?\n\n○ '( ㄱ )건강진단'이란 특수건강진단대상업무로 인하여 해당 유해인자에 의한 직업성 천식, 직업성 피부염, 그 밖에 건강장해를 의심하게 하는 증상을 보이거나 의학적 소견이 있는 근로자에 대하여 사업주가 실시하는 건강진단을 말한다.\n○ 사업주는 이 법령 또는 다른 법령에 따른 건강진단 결과 근로자의 건강을 유지하기 위하여 필요하다고 인정할 때에는 작업장소 변경, 작업 전환, 근로시간 단축, 야간근로[( ㄴ ) 사이의 근로를 말한다)]의 제한, 작업환경측정 또는 시설ㆍ설비의 설치ㆍ개선 등 적절한 조치를 하여야 한다.\n○ 사업주는 건강진단기관에서 송부받은 건강진단 결과표 및 근로자가 제출한 건강진단 결과를 증명하는 서류(이들 자료가 전산입력된 경우에는 그 전산입력된 자료를 말한다)를 5년간 보존하여야 한다. 다만, 고용노동부장관이 정하여 고시하는 물질을 취급하는 근로자에 대한 건강진단 결과의 서류 또는 전산입력 자료는 ( ㄷ )간 보존하여야 한다.",,"ㄱ: 특수, ㄴ: 오후 10시부터 오전 6시까지, ㄷ: 10년","ㄱ: 수시, ㄴ: 오후 10시부터 오전 6시까지, ㄷ: 30년","ㄱ: 특수, ㄴ: 오후 10시부터 오전 6시까지, ㄷ: 20년","ㄱ: 수시, ㄴ: 오후 8시부터 오전 4시까지, ㄷ: 30년","ㄱ: 특별, ㄴ: 오후 8시부터 오전 4시까지, ㄷ: 20년",2
산업안전지도사,2015,1_A,산업안전보건법령,21,산업안전보건법령상 사업주는 일정한 질병이 있는 근로자를 고기압 업무에 종사하도록 하여서는 아니 된다. 이 질병에 해당하지 않는 것은?,,빈혈증,메니에르씨병,바이러스 감염에 의한 구순포진,관절염,천식,3
산업안전지도사,2015,1_A,산업안전보건법령,22,"산업안전보건법령상 작업환경측정에 관한 설명으로 옳은 것을 모두 고른 것은?\n\nㄱ. 작업환경측정 대상인 작업장에서 작업환경측정을 할 수 있는 '고용노동부령으로 정하는 자격을 가진 자'란 그 사업장에 소속된 사람으로서 산업위생관리산업기사 이상의 자격을 가진 사람을 말한다.\nㄴ. 지정측정기관의 작업환경측정 수준을 평가하려는 경우의 평가기준은 1.작업환경측정 및 시료분석의 능력, 2.측정 결과의 신뢰도, 3.시설ㆍ장비의 성능, 4.보유인력의 교육이수, 능력개발, 전산화의 정도 및 그 밖에 필요한 사항이다.\nㄷ. 모든 측정은 지역시료채취방법으로 하되, 지역시료채취방법이 곤란한 경우에는 개인시료채취방법으로 실시하여야 한다.\nㄹ. 작업환경측정 결과 고용노동부장관이 정하여 고시하는 화학적 인자의 측정치가 노출기준을 초과하는 작업장 또는 작업공정은 해당 유해인자에 대하여 그 측정일부터 6개월에 1회 이상 작업환경측정을 하여야 한다.",,ㄱ,"ㄱ, ㄴ","ㄴ, ㄷ","ㄷ, ㄹ","ㄱ, ㄴ, ㄷ",2
산업안전지도사,2015,1_A,산업안전보건법령,23,산업안전보건법령상 공정안전보고서에 관한 설명으로 옳지 않은 것은?,,공정안전보고서를 작성하여야 하는 사업장의 사업주는 산업안전보건위원회가 설치되어 있지 아니한 경우 근로자대표의 의견을 들어 작성하여야 한다.,"공정안전보고서에는 공정안전자료, 공정위험성 평가서, 안전운전계획, 비상조치계획이 포함되어야 한다.",사업주가 공정안전보고서를 제출한 경우에는 해당 유해ㆍ위험설비에 관하여 유해ㆍ위험방지계획서를 제출한 것으로 본다.,「액화석유가스의 안전관리 및 사업법」에 따른 액화석유가스의 충전ㆍ저장시설은 공정안전보고서를 작성하여 제출하여야 하는 대상이 아니다.,공정안전보고서 이행 상태의 평가는 공정안전보고서의 확인 후 1년이 경과한 날부터 4년 이내에 하여야 한다.,5
산업안전지도사,2015,1_A,산업안전보건법령,24,산업안전보건법령상 산업안전지도사 및 산업보건지도사(이하 '지도사'라 함)의 연수교육 및 보수교육에 관한 설명으로 옳은 것은?,,산업안전 및 산업보건 분야에서 5년 이상 실무에 종사한 경력이 있는 지도사 자격을 가진 화공안전기술사가 직무를 개시하려면 지도사 등록을 하기 전 2년의 범위에서 고용노동부령으로 정하는 연수교육을 받아야 한다.,한국산업안전보건공단이 연수교육을 실시한 때에는 그 결과를 연수교육이 끝난 날부터 30일 이내에 고용노동부장관에게 보고하여야 한다.,"한국산업안전보건공단이 보수교육을 실시한 때에는 보수교육 이수자 명단, 이수자의 교육 이수를 확인할 수 있는 서류를 5년간 보존하여야 한다.",연수교육의 기간은 업무교육 및 실무수습 기간을 합산하여 2개월 이상으로 한다.,지도사 등록의 갱신기간 동안 지도실적이 2년 이상인 지도사의 보수교육시간은 5시간 이상으로 한다.,3
산업안전지도사,2015,1_A,산업안전보건법령,25,산업안전보건법령상 대통령령으로 정하는 산업재해 예방사업의 보조ㆍ지원에 대한 취소사유와 그에 따른 처분의 내용이 옳지 않은 것은?,,거짓이나 그 밖의 부정한 방법으로 보조ㆍ지원을 받은 경우 - 전부 취소,보조ㆍ지원 대상자가 폐업하거나 파산한 경우 - 일부 취소,산업재해 예방사업의 목적에 맞게 사용되지 아니한 경우 - 전부 또는 일부 취소,보조ㆍ지원 대상을 임의매각ㆍ훼손ㆍ분실하는 등 지원목적에 적합하게 유지ㆍ관리ㆍ사용하지 아니한 경우 - 전부 또는 일부 취소,보조ㆍ지원 대상 기간이 끝나기 전에 보조ㆍ지원 대상 시설 및 장비를 국외로 이전 설치한 경우 - 전부 또는 일부 취소,2
산업안전지도사,2015,1_A,산업안전일반,26,다음은 일반적인 공장설비에 적용한 안전성 평가단계에 관한 내용이다. 올바른 순서대로 나열한 것은?\n\nㄱ. 관계자료와 정보의 확보 및 검토\nㄴ. 정성적 평가\nㄷ. FTA 실시\nㄹ. 안전대책 수립\nㅁ. 정량적 평가\nㅂ. 재해 자료를 통한 재평가,,ㄱ → ㄴ → ㄷ → ㄹ → ㅁ → ㅂ,ㄱ → ㄴ → ㅁ → ㄹ → ㅂ → ㄷ,ㄱ → ㄷ → ㄹ → ㅂ → ㅁ → ㄴ,ㄱ → ㄷ → ㅁ → ㄴ → ㄹ → ㅂ,ㄱ → ㄹ → ㄴ → ㅁ → ㅂ → ㄷ,2
산업안전지도사,2015,1_A,산업안전일반,27,"A사의 세탁기의 고장밀도함수 $f(t) = \frac{t}{50}e^{-\frac{t^2}{100}}$이다. 다음 설명 중 옳지 않은 것은? (단, 수명단위는 년(year)이다.)",,평균고장시간(MTTF)은 10년이다.,고장률($h(t)$)은 0.1/년의 비율로 증가한다.,누적고장률 $F(t) = \int_0^t \frac{t}{50}e^{-\frac{t^2}{100}}dt$이다.,누적고장률($F(t)$)와 신뢰도($R(t)$)의 합은 1이다.,세탁기의 수명은 지수분포를 따른다.,2
산업안전지도사,2015,1_A,산업안전일반,28,다음 중 점광원에 관한 조도를 나타내는 식으로 옳은 것은?,,$\frac{\text{광도}}{\text{거리}}$,$\frac{\text{광도}}{\text{거리}^2}$,$\frac{\text{광도}}{\text{거리}^3}$,$(\text{광도} \times \text{거리})^2$,$\frac{\text{광도}^2}{\text{거리}}$,3
산업안전지도사,2015,1_A,산업안전일반,29,다음 중 시스템 위험분석기법의 설명으로 옳지 않은 것은?,,PHA는 최초 단계의 분석으로 시스템 내의 위험 요소가 얼마나 위험한 상태에 있는가를 정성적으로 평가한다.,"FMEA는 전형적인 정성적, 귀납적 분석방법으로 전체요소의 고장을 유형별로 분석하여 그 영향을 검토한다.",THERP는 인간의 실수를 정량적으로 평가한다.,FTA는 정상사상인 재해현상으로부터 기본사상인 재해원인을 귀납적인 분석을 통하여 재해현상과 재해원인의 상호관련을 정확하게 해석하여 안전대책을 검토 할 수 있다.,CA는 직접 시스템의 손실과 인명의 사상에 연결되는 높은 위험도를 가진 요소나 고장의 형태에 따른 분석을 말한다.,4
산업안전지도사,2015,1_A,산업안전일반,30,휴먼에러(Human Error)중 작업에 의한 것이 아닌 것은?,,조작에러,규칙에러,보존에러,검사에러,설치에러,2
산업안전지도사,2015,1_A,산업안전일반,31,다음 중 물질안전보건자료(MSDS) 작성 시 포함되어야 할 항목을 모두 고른 것은?\n\nㄱ. 화학제품과 회사에 관한 정보\nㄴ. 유해성 및 위험성\nㄷ. 취급 및 저장방법\nㄹ. 구성성분의 명칭 및 함유량,,"ㄱ, ㄴ","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","ㄴ, ㄷ, ㄹ","ㄱ, ㄴ, ㄷ, ㄹ",5
산업안전지도사,2015,1_A,산업안전일반,32,"유해․위험방지계획서 제출 대상 사업장에 해당하지 않는 것은? (단, 아래 답지항의 사업장은 전기 계약용량 300 kW 이상이다.)",,금속가공제품 중 기계 및 가구 제조업,비금속 광물제품 제조업,자동차 및 트레일러 제조업,식료품 제조업,반도체 제조업,1
산업안전지도사,2015,1_A,산업안전일반,33,공간의 이용 및 배치에서 부품배치의 원칙으로 옳지 않은 것은?,,중요성의 원칙,기능별 배치의 원칙,사용방법의 원칙,사용순서의 원칙,사용빈도의 원칙,3
산업안전지도사,2015,1_A,산업안전일반,34,"A 공장의 프레스 장비는 평균고장간격(MTBF)이 5년이고, 평균수리시간(MTTR)이 0.5년이다. 프레스 장비의 가용도(Availability)는 약 얼마인가? (단, 프레스 장비의 고장수명은 지수분포를 따르며, 소숫점 아래 셋째자리에서 반올림한다.)",,0.1,0.91,1.1,5,20,2
산업안전지도사,2015,1_A,산업안전일반,35,인간공학에 관한 내용으로 시스템 설계 과정을 올바른 순서로 나열한 것은?\n\nㄱ. 기본설계\nㄴ. 계면(Interface)설계\nㄷ. 시험 및 평가\nㄹ. 목표 및 성능 명세 결정\nㅁ. 보조물(편의수단)설계\nㅂ. 체계의 정의,,ㄱ → ㄴ → ㅂ → ㄹ → ㅁ → ㄷ,ㄱ → ㄹ → ㄴ → ㅂ → ㅁ → ㄷ,ㄴ → ㄱ → ㅂ → ㄹ → ㅁ → ㄷ,ㄹ → ㅂ → ㄱ → ㄴ → ㅁ → ㄷ,ㅂ → ㄱ → ㄴ → ㄹ → ㅁ → ㄷ,4
산업안전지도사,2015,1_A,산업안전일반,36,근골격계 질환발생의 원인 중 직접원인이 아닌 것은?,,숙련도,부적절한 자세,반복성,과도한 힘,접촉스트레스(신체적 압박),1
산업안전지도사,2015,1_A,산업안전일반,37,안전교육의 학습지도이론에 관한 내용으로 옳지 않은 것은?,,자발성의 원리: 학습자 자신이 스스로 자발적으로 학습에 참여하는데 중점을 둔 원리,개별화의 원리: 학습자가 지니고 있는 각자의 요구와 능력 등에 알맞은 학습활동의 기회를 마련해 주어야 한다는 원리,직관의 원리: 이론을 통해 학습효과를 거둘 수 있다는 원리,사회화의 원리: 학습내용을 현실사회의 사상과 문제를 기반으로 하여 학교에서 경험한 것과 사회에서 경험한 것을 교류시키고 공동학습을 통해서 협력적이고 우호적인 학습을 진행하는 원리,"통합의 원리: '학습을 총합적인 전체로서 지도하자' 원리로, 동시학습(Concomitant Learning)의 원리와 같음",3
산업안전지도사,2015,1_A,산업안전일반,38,산업안전보건법령상 사업주가 건설 일용근로자가 아닌 근로자를 채용할 때 해당업무와 관계되는 안전ㆍ보건에 관한 교육내용이 아닌 것은?,,작업 개시 전 점검에 관한 사항,사고 발생 시 긴급조치에 관한 사항,작업공정의 유해․위험과 재해 예방에 관한 사항,물질안전보건자료에 관한 사항,기계ㆍ기구의 위험성과 작업의 순서 및 동선에 관한 사항,3
산업안전지도사,2015,1_A,산업안전일반,39,안전교육의 방법으로 옳지 않은 것은?,,동기부여를 하는 방향으로 교육한다.,어려운 것에서 시작하여 쉬운 것으로 교육한다.,오감(五感)을 활용해 교육한다.,한 번에 하나씩 교육한다.,반복하여 교육한다.,2
산업안전지도사,2015,1_A,산업안전일반,40,산업안전보건기준에 관한 규칙상 소음에 관한 설명으로 옳은 것은?,,'소음작업'이란 1일 8시간 작업을 기준으로 80데시벨의 소음이 발생하는 작업을 말한다.,100데시벨 이상의 소음이 1일 1시간 발생한 작업은 '강렬한 소음작업'이다.,'충격소음작업'이란 소음이 1초 이상의 간격으로 발생하는 작업으로서 120데시벨을 초과하는 소음이 1일 1천회 이상 발생하는 작업을 말한다.,소음의 작업환경 측정 결과 소음수준이 85데시벨인 사업장에서는 청력보존 프로그램을 실시하여야 한다.,115데시벨 이상의 소음이 1일 15분 이상 발생하는 작업은 '강렬한 소음작업'이다.,5
산업안전지도사,2015,1_A,산업안전일반,41,산업안전보건법령상 산업안전보건위원회를 설치ㆍ운영해야 할 사업의 종류 및 규모가 아닌 것은?,,상시 근로자 350명인 농업,상시 근로자 60명인 1차 금속 제조업,상시 근로자 400명인 정보서비스업,상시 근로자 250명인 소프트웨어 개발 및 공급업,상시 근로자 400명인 사업지원 서비스업,4
산업안전지도사,2015,1_A,산업안전일반,42,산업안전보건법령상 안전ㆍ보건진단을 받아 안전보건개선계획을 수립ㆍ제출하도록 명할 수 있는 사업장이 아닌 것은?,,산업재해율이 같은 업종 평균 산업재해율의 2배 이상인 사업장,"작업환경 불량, 화재ㆍ폭발 또는 누출사고 등으로 사회적 물의를 일으킨 사업장",사업주가 안전ㆍ보건조치의무를 이행하지 아니하여 사망자가 2명이 발생한 사업장,사업주가 안전ㆍ보건조치의무를 이행하지 아니하여 3개월 이상의 요양이 필요한 부상자가 동시에 3명이 발생한 사업장,직업병에 걸린 사람이 연간 1명 발생한 사업장,5
